patent_id,source_application_number,requested_application_number,applicationNumber,appReferenceNumber,seq,legalStatusCode,legalStatusName,legalStatusDate,legalStatusComment
3,10-2006-0049273,1020060049273,1020060049273,,10,PR1001,연차료납부,20160804,"특허법 제87조 1항에 따른 특허권의 설정등록을 받으려는 자는 설정등록을 받으려는 날부터 3년분의 특허료를 납부해야 하는데, 그 다음 연도분부터는 특허료를 해당 권리의 설정등록일에 해당하는 날을 기준으로 일정기간 내에 매년 1년분씩 납부함으로써 특허권을 유지한다. 연차료의 납부기간의 종류는 아래와 같다.정상납부기간(정상납부만료일 이전), 추가납부기간(추가납부안내서 발송 이후 6개월), 회복납부기간(권리소멸 시점부터 3개월 이내)"
3,10-2006-0049273,1020060049273,1020060049273,,11,PR1001,연차료납부,20190926,"특허법 제87조 1항에 따른 특허권의 설정등록을 받으려는 자는 설정등록을 받으려는 날부터 3년분의 특허료를 납부해야 하는데, 그 다음 연도분부터는 특허료를 해당 권리의 설정등록일에 해당하는 날을 기준으로 일정기간 내에 매년 1년분씩 납부함으로써 특허권을 유지한다. 연차료의 납부기간의 종류는 아래와 같다.정상납부기간(정상납부만료일 이전), 추가납부기간(추가납부안내서 발송 이후 6개월), 회복납부기간(권리소멸 시점부터 3개월 이내)"
4,10-2006-0052946,1020060052946,1020060052946,,1,PA0109,특허출원,20060613,특허를 받고자 하는 자는 특허가 담은 발명에 대한 서류를 작성한 특허출원서를 특허청장에게 제출하여야한다.
4,10-2006-0052946,1020060052946,1020060052946,,2,PE0701,등록결정,20080829,심사관은 특허출원에 대해 거절이유를 발견할 수 없는 경우 특허결정을 해야 한다. 특허결정이 있는 경우 특허청장은 그 특허결정의 등본을 출원인에게 송달해야 한다. 특허결정은 그 결정 등본이 송달된 때에 확정된다.
4,10-2006-0052946,1020060052946,1020060052946,,3,PG1601,등록공고,20081009,특허권은 설정등록에 의해 발생하며 등록이 있는 때는 그 특허에 관하여 특허공보에 게재하여 등록공고를 하여야 한다. 비밀취급을 요하는 특허발명에 대하여는 비밀취급의 해제시까지 등록공고를 보류하며 그 비밀취급이 해제된 때에는 지체없이 등록공고를 하여야 하며 등록공고가 있는 날부터 3월간 출원서류 및 그 부속물건을 공중의 열람에 제공해야 한다.
4,10-2006-0052946,1020060052946,1020060052946,,4,PR1001,연차료납부,20110929,"특허법 제87조 1항에 따른 특허권의 설정등록을 받으려는 자는 설정등록을 받으려는 날부터 3년분의 특허료를 납부해야 하는데, 그 다음 연도분부터는 특허료를 해당 권리의 설정등록일에 해당하는 날을 기준으로 일정기간 내에 매년 1년분씩 납부함으로써 특허권을 유지한다. 연차료의 납부기간의 종류는 아래와 같다.정상납부기간(정상납부만료일 이전), 추가납부기간(추가납부안내서 발송 이후 6개월), 회복납부기간(권리소멸 시점부터 3개월 이내)"
4,10-2006-0052946,1020060052946,1020060052946,,5,PR1002,등록료납부,20080930,"특허권의 설정등록을 받으려는 자는 설정등록받으려는 날 부터 3년분의 특허료를 납부한다.특허권의 설정등록을 받고자 하는자 또는 특허권자는 특허료 납부기간이 경과한 후에도 6개월 이내 특허료를 추가 납부할 수 있으며 특허료 추가 납부할 때에는 납부하여야 할 특허료의 2배 이내의 범위에서 납부해야한다. 추가납부기간 이내에 특허료를 납부하지 못한 경우에는 특허권리를 소멸하게 되는데, 이때 특허권자는 추가납부기간 만료일부터 3개월 이내에 특허료의 3배를 납부하고 그 소멸한 권리의 회복을 신청 할 수 있다."
4,10-2006-0052946,1020060052946,1020060052946,,6,PA0201,심사청구,20060613,"특허출원 이후 3년 이내에 특허청장에게 그 특허출원에 관하여 출원심사의 청구를 할 수 있고, 다만, 제34조 및 제35조에 따른 정당한 권리자의 특허출원, 분할출원 또는 변경출원에 관하여는 그 기간이 지난 후에도 정당한 권리자가 특허출원을 한 날, 분할출원을 한 날 또는 변경출원을 한 날부터 각각 30일 이내에 출원심사 청구를 할 수 있다. 심사청구가 있을 시에 한하여 특허출원을 심사한다."
4,10-2006-0052946,1020060052946,1020060052946,,7,PE0902,거절이유통지,20070823,심사관은 특허법 제62조(특허거절결정)에 따라 특허거절결정을 하고자 할 때에는 출원인에게 거절이유를 통지하고 기간을 정하여 의견서를 제출할 기회를 주어야 한다. 다만 특허법 제51조(보정각하)에 따라 보정각하결정을 할때는 그러지 아니한다. 심사관이 행하는 거절이유통지는 2종류로 구분되며 그 종류에 따라 출원인이 할 수 있는 명세서 또는 도면의 보정 범위가 다르게 제한된다. 하나는 거절이유통지에 대한 보정에 따라 발생한 거절이유만을 통지하는 거절이유통지(최후거절이유통지)와 다른 하나는 출원인이 처음으로 받거나 최후거절이유통지가 아닌 거절이유통지(최초거절이유통지)를 말한다.
4,10-2006-0052946,1020060052946,1020060052946,,8,PE0902,거절이유통지,20080222,심사관은 특허법 제62조(특허거절결정)에 따라 특허거절결정을 하고자 할 때에는 출원인에게 거절이유를 통지하고 기간을 정하여 의견서를 제출할 기회를 주어야 한다. 다만 특허법 제51조(보정각하)에 따라 보정각하결정을 할때는 그러지 아니한다. 심사관이 행하는 거절이유통지는 2종류로 구분되며 그 종류에 따라 출원인이 할 수 있는 명세서 또는 도면의 보정 범위가 다르게 제한된다. 하나는 거절이유통지에 대한 보정에 따라 발생한 거절이유만을 통지하는 거절이유통지(최후거절이유통지)와 다른 하나는 출원인이 처음으로 받거나 최후거절이유통지가 아닌 거절이유통지(최초거절이유통지)를 말한다.
4,10-2006-0052946,1020060052946,1020060052946,,9,PG1501,출원공개,20071218,"출원인의 신청에 의하여 조기공개신청  또는 특허출원 이후 1년 6개월 경과 후 심사여부와 관계없이 출원공개를 해야하며 이는  발명의 공개를 통해 제3자의 중복연구, 중복투자 및 중복출원을 방지하는 한편 기술이용의 기회를 제공한다."
4,10-2006-0052946,1020060052946,1020060052946,,10,PR0701,설정등록,20080930,"특허권은 설정등록에 의해 발생하며, 특허결정이 된 후 출원인이 특허료를 납부하거나 보전한 경우 또는 추가납부하거나 특허료가 면제된 경우에 특허청장은 특허권을 설정하기 위한 등록을 해야 한다."
4,10-2006-0052946,1020060052946,1020060052946,,11,PR1001,연차료납부,20140801,"특허법 제87조 1항에 따른 특허권의 설정등록을 받으려는 자는 설정등록을 받으려는 날부터 3년분의 특허료를 납부해야 하는데, 그 다음 연도분부터는 특허료를 해당 권리의 설정등록일에 해당하는 날을 기준으로 일정기간 내에 매년 1년분씩 납부함으로써 특허권을 유지한다. 연차료의 납부기간의 종류는 아래와 같다.정상납부기간(정상납부만료일 이전), 추가납부기간(추가납부안내서 발송 이후 6개월), 회복납부기간(권리소멸 시점부터 3개월 이내)"
4,10-2006-0052946,1020060052946,1020060052946,,12,PR1001,연차료납부,20170823,"특허법 제87조 1항에 따른 특허권의 설정등록을 받으려는 자는 설정등록을 받으려는 날부터 3년분의 특허료를 납부해야 하는데, 그 다음 연도분부터는 특허료를 해당 권리의 설정등록일에 해당하는 날을 기준으로 일정기간 내에 매년 1년분씩 납부함으로써 특허권을 유지한다. 연차료의 납부기간의 종류는 아래와 같다.정상납부기간(정상납부만료일 이전), 추가납부기간(추가납부안내서 발송 이후 6개월), 회복납부기간(권리소멸 시점부터 3개월 이내)"
5,10-2006-0070892,1020060070892,1020060070892,,1,PA0109,특허출원,20060727,특허를 받고자 하는 자는 특허가 담은 발명에 대한 서류를 작성한 특허출원서를 특허청장에게 제출하여야한다.
5,10-2006-0070892,1020060070892,1020060070892,,2,PE0701,등록결정,20080320,심사관은 특허출원에 대해 거절이유를 발견할 수 없는 경우 특허결정을 해야 한다. 특허결정이 있는 경우 특허청장은 그 특허결정의 등본을 출원인에게 송달해야 한다. 특허결정은 그 결정 등본이 송달된 때에 확정된다.
